"workerid","super_endorsement","other_response","target","degree","super_category","adjective","other_endorsement","names","context","sub_endorsement","condition","sub_category"
12,0.1,"","It&quotechars warm","temperature","beverages","warm",0,"William"," takes a sip from a cup of iced coffee.",0.98," relative to other ","cups of iced coffee"
12,0.01,"","It&quotechars cold","temperature","beverages","cold",0,"Melinda"," takes a sip from a cup of coffee.",1," relative to other ","cups of coffee"
12,0.12,"","That was short","time","entertainment","short",0,"Daniel"," just finished watching a season of a television show.",1," relative to other ","television seasons"
12,0.27,"","That was short","time","entertainment","short",0,"Veronica"," just finished watching a youtube video.",0.92," relative to other ","youtube videos"
12,0.66,""," is light","weight","personal electronics","light",0,"Alicia"," is buying an iPad and lifts it up.",0.99," relative to other ","tablet computers"
12,0.6,"","This is expensive","price","treats","expensive",0,"John"," is buying a lollipop.",0.96," relative to other ","lollipops"
12,0.56,"","It&quotechars cold","temperature","beverages","cold",0,"Jennifer"," takes a sip from a glass of milk.",0.96," relative to other ","glasses of milk"
12,0.9,"","This is cheap","price","treats","cheap",0,"Natalia"," is buying a box of chocolates from the local chocolatier.",0.99," relative to other ","boxes of chocolate from the local chocolatier"
12,0.26,""," is heavy","weight","personal electronics","heavy",0,"Charles"," is buying an iPad and lifts it up.",0.98," relative to other ","tablet computers"
12,0.91,""," is tall","height","people","tall",0,"Tanya"," sees a professional basketball player.",0.95," relative to other ","basketball players"
12,0.79,"","This is expensive","price","treats","expensive",0,"Gabriel"," is buying an ice cream cone.",0.99," relative to other ","ice cream cones"
12,0.37,""," is light","weight","personal electronics","light",0,"Lee"," is buying an Apple Laptop (MacBook) and lifts it up.",1," relative to other ","laptop computers"
12,0.92,"","This is expensive","price","treats","expensive",0,"Robert"," is buying a box of chocolates from the local chocolatier.",0.93," relative to other ","boxes of chocolate from the local chocolatier"
12,0.13,""," is tall","height","people","tall",0,"Stephanie"," sees a 4 year-old boy.",0.98," relative to other ","4 year-old boys"
12,0.39,"","That was long","time","entertainment","long",0,"Sophie"," just finished watching a season of a television show.",0.99," relative to other ","television seasons"
12,0.35,""," is heavy","weight","personal electronics","heavy",0,"Tom"," is buying an Apple Laptop (MacBook) and lifts it up.",1," relative to other ","laptop computers"
12,0.26,"","It&quotechars warm","temperature","beverages","warm",0,"Cameron"," takes a sip from a glass of milk.",1," relative to other ","glasses of milk"
12,0.53,""," is heavy","weight","personal electronics","heavy",0,"Angela"," is buying an iPhone and lifts it up.",1," relative to other ","phones"
12,0.31,"","That was long","time","entertainment","long",0,"Greg"," just finished watching a youtube video.",1," relative to other ","youtube videos"
12,0.84,""," is short","height","people","short",0,"Kim"," sees a 35 year-old man.",1," relative to other ","men in their 30s"
12,0.61,""," is short","height","people","short",0,"Laura"," sees a 4 year-old boy.",0.96," relative to other ","4 year-old boys"
12,0.18,""," is heavy","weight","personal electronics","heavy",0,"Claire"," is buying an iPod shuffle and lifts it up.",1," relative to other ","digital music players"
12,0.12,"","It&quotechars cold","temperature","beverages","cold",0,"Simon"," takes a sip from a cup of iced coffee.",0.95," relative to other ","cups of iced coffee"
12,1,""," is tall","height","people","tall",0,"David"," sees a 35 year-old man.",1," relative to other ","men in their 30s"
12,0.9,"","This is cheap","price","treats","cheap",0,"Mika"," is buying an ice cream cone.",0.98," relative to other ","ice cream cones"
12,0.36,""," is short","height","people","short",0,"Maya"," sees a professional basketball player.",1," relative to other ","basketball players"
12,0.42,"","It&quotechars warm","temperature","beverages","warm",0,"Kathleen"," takes a sip from a cup of coffee.",0.98," relative to other ","cups of coffee"
12,0.41,""," is light","weight","personal electronics","light",0,"Josh"," is buying an iPod shuffle and lifts it up.",0.96," relative to other ","digital music players"
12,0.42,"","That was long","time","entertainment","long",0,"Michelle"," just finished watching a movie.",1," relative to other ","movies"
13,0.63,"other men in their 30s"," is short","height","people","short",0,"Monica"," sees a 35 year-old man.",0.82," relative to other ","men in their 30s"
13,0.94,"personal electronics"," is heavy","weight","personal electronics","heavy",0,"Charles"," is buying an iPad and lifts it up.",0.44," relative to other ","tablet computers"
13,0.03,"movies","That was short","time","entertainment","short",0,"David"," just finished watching a movie.",0.93," relative to other ","movies"
13,0.94,"treats","This is cheap","price","treats","cheap",0,"Josh"," is buying a lollipop.",0.03," relative to other ","lollipops"
13,0.81,"entertainment","That was short","time","entertainment","short",0,"Daniel"," just finished watching a season of a television show.",0.18," relative to other ","television seasons"
13,0.31,"ice cream cones","This is cheap","price","treats","cheap",0,"William"," is buying an ice cream cone.",0.68," relative to other ","ice cream cones"
13,0.92,"treats","This is expensive","price","treats","expensive",0,"Michael"," is buying an ice cream cone.",0.15," relative to other ","ice cream cones"
13,0.37," laptop computers."," is light","weight","personal electronics","light",0,"Gabriel"," is buying an Apple Laptop (MacBook) and lifts it up.",0.75," relative to other ","laptop computers"
13,0.29," tablet computers"," is light","weight","personal electronics","light",0,"Angela"," is buying an iPad and lifts it up.",0.52," relative to other ","tablet computers"
13,0.95,"treats","This is expensive","price","treats","expensive",0,"Tanya"," is buying a lollipop.",0.21," relative to other ","lollipops"
13,0.29,"phones"," is heavy","weight","personal electronics","heavy",0,"Jasmine"," is buying an iPhone and lifts it up.",0.65," relative to other ","phones"
13,0.84,"personal electronics"," is heavy","weight","personal electronics","heavy",0,"Mika"," is buying an iPod shuffle and lifts it up.",0.23," relative to other ","digital music players"
13,0.31,"basketball players"," is tall","height","people","tall",0,"Claire"," sees a professional basketball player.",0.55," relative to other ","basketball players"
13,0.14,"cups of iced coffee","It&quotechars warm","temperature","beverages","warm",0,"Gary"," takes a sip from a cup of iced coffee.",0.89," relative to other ","cups of iced coffee"
13,0.34,"boxes of chocolate from the local chocolatier","This is expensive","price","treats","expensive",0,"Greg"," is buying a box of chocolates from the local chocolatier.",0.64," relative to other ","boxes of chocolate from the local chocolatier"
13,0.89,"beverages","It&quotechars cold","temperature","beverages","cold",0,"Kim"," takes a sip from a cup of iced coffee.",0.29," relative to other ","cups of iced coffee"
13,0.64,"personal electronics"," is light","weight","personal electronics","light",0,"Lucas"," is buying an iPod shuffle and lifts it up.",0.3," relative to other ","digital music players"
13,0.66,"treats","This is cheap","price","treats","cheap",0,"Natalia"," is buying a box of chocolates from the local chocolatier.",0.2," relative to other ","boxes of chocolate from the local chocolatier"
13,0.29,"men in their 30s"," is tall","height","people","tall",0,"Stephen"," sees a 35 year-old man.",0.67," relative to other ","men in their 30s"
13,0.68,"entertainment","That was short","time","entertainment","short",0,"Veronica"," just finished watching a youtube video.",0.38," relative to other ","youtube videos"
13,0.65,"people"," is tall","height","people","tall",0,"Anthony"," sees a 4 year-old boy.",0.31," relative to other ","4 year-old boys"
13,0.68,"beverages","It&quotechars warm","temperature","beverages","warm",0,"Sophie"," takes a sip from a glass of milk.",0.24," relative to other ","glasses of milk"
13,0.67,"beverages","It&quotechars cold","temperature","beverages","cold",0,"Robert"," takes a sip from a glass of milk.",0.31," relative to other ","glasses of milk"
13,0.86,"beverages","It&quotechars cold","temperature","beverages","cold",0,"Alicia"," takes a sip from a cup of coffee.",0.26," relative to other ","cups of coffee"
13,0.6,"people"," is short","height","people","short",0,"Stephanie"," sees a 4 year-old boy.",0.35," relative to other ","4 year-old boys"
13,0.67,"entertainment","That was long","time","entertainment","long",0,"Tom"," just finished watching a season of a television show.",0.46," relative to other ","television seasons"
13,0.23,"youtube videos","That was long","time","entertainment","long",0,"Julia"," just finished watching a youtube video.",0.53," relative to other ","youtube videos"
13,0.67,""," is light","weight","personal electronics","light",0,"Laura"," is buying an iPhone and lifts it up.",0.36," relative to other ","phones"
13,0.72,"","That was long","time","entertainment","long",0,"Michelle"," just finished watching a movie.",0.3," relative to other ","movies"
13,0.67,"","It&quotechars warm","temperature","beverages","warm",0,"Jennifer"," takes a sip from a cup of coffee.",0.44," relative to other ","cups of coffee"
13,0.48,""," is heavy","weight","personal electronics","heavy",0,"Alexander"," is buying an Apple Laptop (MacBook) and lifts it up.",0.13," relative to other ","laptop computers"
13,0.25,""," is short","height","people","short",0,"Cameron"," sees a professional basketball player.",0.57," relative to other ","basketball players"
14,0.81,"","This is expensive","price","treats","expensive",0,"Claire"," is buying an ice cream cone.",1," relative to other ","ice cream cones"
14,1,"men"," is tall","height","people","tall",0.28,"Jasmine"," sees a 35 year-old man.",0.06," relative to other ","men in their 30s"
14,0.08,"athletes "," is short","height","people","short",0.18,"Alexander"," sees a professional basketball player.",1," relative to other ","basketball players"
14,0.02,"kids"," is short","height","people","short",0.13,"Daniel"," sees a 4 year-old boy.",1," relative to other ","4 year-old boys"
14,0.24,"items","This is expensive","price","treats","expensive",0.61,"Josh"," is buying a lollipop.",1," relative to other ","lollipops"
14,0.45,""," is light","weight","personal electronics","light",0,"Tom"," is buying an Apple Laptop (MacBook) and lifts it up.",1," relative to other ","laptop computers"
14,0.27,""," is light","weight","personal electronics","light",0,"Lee"," is buying an iPod shuffle and lifts it up.",1," relative to other ","digital music players"
14,0.59,"","That was short","time","entertainment","short",0,"Veronica"," just finished watching a youtube video.",0.79," relative to other ","youtube videos"
14,0.59,"iphones"," is heavy","weight","personal electronics","heavy",0.91,"Kathleen"," is buying an iPhone and lifts it up.",1," relative to other ","phones"
14,0.69,"","That was long","time","entertainment","long",0,"Kim"," just finished watching a youtube video.",1," relative to other ","youtube videos"
14,0.17,"athletes"," is tall","height","people","tall",0.72,"Robert"," sees a professional basketball player.",1," relative to other ","basketball players"
14,1,"adults"," is short","height","people","short",0.63,"Cameron"," sees a 35 year-old man.",0.29," relative to other ","men in their 30s"
14,0.57,"","This is cheap","price","treats","cheap",0,"Alicia"," is buying a lollipop.",0.91," relative to other ","lollipops"
14,0.07,"kids"," is tall","height","people","tall",0.84,"Laura"," sees a 4 year-old boy.",1," relative to other ","4 year-old boys"
14,0.74,"ipads"," is light","weight","personal electronics","light",0.12,"Monica"," is buying an iPad and lifts it up.",1," relative to other ","tablet computers"
14,0.15,"","It&quotechars cold","temperature","beverages","cold",0,"Anthony"," takes a sip from a glass of milk.",0.15," relative to other ","glasses of milk"
14,0.65,"ipads"," is heavy","weight","personal electronics","heavy",0.39,"Charles"," is buying an iPad and lifts it up.",0.9," relative to other ","tablet computers"
14,0.93,"","This is cheap","price","treats","cheap",0,"Melinda"," is buying a box of chocolates from the local chocolatier.",0.71," relative to other ","boxes of chocolate from the local chocolatier"
14,0.92,"","This is cheap","price","treats","cheap",0,"Lucas"," is buying an ice cream cone.",0.92," relative to other ","ice cream cones"
14,0.17,"","It&quotechars cold","temperature","beverages","cold",0,"Mika"," takes a sip from a cup of iced coffee.",0.17," relative to other ","cups of iced coffee"
14,0.13,"videos","That was short","time","entertainment","short",0.04,"Stephanie"," just finished watching a movie.",1," relative to other ","movies"
14,0.95,"","It&quotechars warm","temperature","beverages","warm",0,"Michelle"," takes a sip from a cup of iced coffee.",1," relative to other ","cups of iced coffee"
14,1,"","It&quotechars warm","temperature","beverages","warm",0,"William"," takes a sip from a glass of milk.",0.91," relative to other ","glasses of milk"
14,0.77,"items"," is heavy","weight","personal electronics","heavy",0.45,"Stephen"," is buying an Apple Laptop (MacBook) and lifts it up.",1," relative to other ","laptop computers"
14,1,"","This is expensive","price","treats","expensive",0,"Eric"," is buying a box of chocolates from the local chocolatier.",0.43," relative to other ","boxes of chocolate from the local chocolatier"
14,0.18,"","That was short","time","entertainment","short",0,"John"," just finished watching a season of a television show.",1," relative to other ","television seasons"
14,0.02,"","It&quotechars cold","temperature","beverages","cold",0,"Simon"," takes a sip from a cup of coffee.",1," relative to other ","cups of coffee"
14,0.02,"","That was long","time","entertainment","long",0,"Angela"," just finished watching a movie.",1," relative to other ","movies"
14,0.73,""," is heavy","weight","personal electronics","heavy",0,"Michael"," is buying an iPod shuffle and lifts it up.",1," relative to other ","digital music players"
14,0.3,"","It&quotechars warm","temperature","beverages","warm",0,"Maya"," takes a sip from a cup of coffee.",1," relative to other ","cups of coffee"
14,0.16,"iphones"," is light","weight","personal electronics","light",0.37,"Greg"," is buying an iPhone and lifts it up.",1," relative to other ","phones"
14,0.05,"","That was long","time","entertainment","long",0,"Sophie"," just finished watching a season of a television show.",1," relative to other ","television seasons"
15,0.07,"fresh cups of coffee","It&quotechars cold","temperature","beverages","cold",0,"David"," takes a sip from a cup of coffee.",0.08," relative to other ","cups of coffee"
15,0.82,"","It&quotechars warm","temperature","beverages","warm",0,"Mika"," takes a sip from a cup of iced coffee.",0.93," relative to other ","cups of iced coffee"
15,0.33,"","That was long","time","entertainment","long",0,"Julia"," just finished watching a movie.",0.94," relative to other ","movies"
15,0.32,""," is short","height","people","short",0,"Robert"," sees a professional basketball player.",0.94," relative to other ","basketball players"
15,0.78,""," is light","weight","personal electronics","light",0,"John"," is buying an iPod shuffle and lifts it up.",0.93," relative to other ","digital music players"
15,0.84,""," is heavy","weight","personal electronics","heavy",0,"Alicia"," is buying an iPhone and lifts it up.",0.89," relative to other ","phones"
15,0.79,""," is heavy","weight","personal electronics","heavy",0,"Simon"," is buying an iPad and lifts it up.",0.85," relative to other ","tablet computers"
15,0.11,"","That was short","time","entertainment","short",0,"Cameron"," just finished watching a season of a television show.",0.95," relative to other ","television seasons"
15,0.08,"","It&quotechars warm","temperature","beverages","warm",0,"Veronica"," takes a sip from a cup of coffee.",0.95," relative to other ","cups of coffee"
15,0.77,"","This is cheap","price","treats","cheap",0,"Michelle"," is buying a box of chocolates from the local chocolatier.",0.92," relative to other ","boxes of chocolate from the local chocolatier"
15,0.88,""," is tall","height","people","tall",0,"Angela"," sees a 35 year-old man.",0.89," relative to other ","men in their 30s"
15,0.48,"","That was long","time","entertainment","long",0,"Lee"," just finished watching a season of a television show.",0.93," relative to other ","television seasons"
15,0.88,"","That was short","time","entertainment","short",0,"Tom"," just finished watching a youtube video.",0.9," relative to other ","youtube videos"
15,0.24,"","It&quotechars warm","temperature","beverages","warm",0,"Sophie"," takes a sip from a glass of milk.",0.95," relative to other ","glasses of milk"
15,0.58,"","This is cheap","price","treats","cheap",0,"Claire"," is buying an ice cream cone.",0.94," relative to other ","ice cream cones"
15,0.13,""," is tall","height","people","tall",0,"Gabriel"," sees a professional basketball player.",0.94," relative to other ","basketball players"
15,0.67,""," is heavy","weight","personal electronics","heavy",0,"Jasmine"," is buying an Apple Laptop (MacBook) and lifts it up.",0.93," relative to other ","laptop computers"
15,0.57,"","That was long","time","entertainment","long",0,"Daniel"," just finished watching a youtube video.",0.95," relative to other ","youtube videos"
15,0.86,""," is heavy","weight","personal electronics","heavy",0,"Josh"," is buying an iPod shuffle and lifts it up.",0.93," relative to other ","digital music players"
15,0.04,""," is tall","height","people","tall",0,"Melinda"," sees a 4 year-old boy.",0.94," relative to other ","4 year-old boys"
15,0.9,"","This is expensive","price","treats","expensive",0,"Kathleen"," is buying a lollipop.",0.92," relative to other ","lollipops"
15,0.54,"","This is expensive","price","treats","expensive",0,"Alexander"," is buying a box of chocolates from the local chocolatier.",0.91," relative to other ","boxes of chocolate from the local chocolatier"
15,0.77,"","This is expensive","price","treats","expensive",0,"Stephen"," is buying an ice cream cone.",0.94," relative to other ","ice cream cones"
15,0.89,"","It&quotechars cold","temperature","beverages","cold",0,"Maya"," takes a sip from a cup of iced coffee.",0.93," relative to other ","cups of iced coffee"
15,0.86,""," is light","weight","personal electronics","light",0,"Laura"," is buying an iPad and lifts it up.",0.92," relative to other ","tablet computers"
15,0.19,"","That was short","time","entertainment","short",0,"Lucas"," just finished watching a movie.",0.94," relative to other ","movies"
15,0.83,""," is light","weight","personal electronics","light",0,"Stephanie"," is buying an Apple Laptop (MacBook) and lifts it up.",0.92," relative to other ","laptop computers"
15,0.87,"","This is cheap","price","treats","cheap",0,"Greg"," is buying a lollipop.",0.93," relative to other ","lollipops"
15,0.88,""," is light","weight","personal electronics","light",0,"Natalia"," is buying an iPhone and lifts it up.",0.91," relative to other ","phones"
15,0.03,""," is short","height","people","short",0,"Tanya"," sees a 4 year-old boy.",0.92," relative to other ","4 year-old boys"
15,0.78,""," is short","height","people","short",0,"Kim"," sees a 35 year-old man.",0.78," relative to other ","men in their 30s"
15,0.5,"","It&quotechars cold","temperature","beverages","cold",0,"Charles"," takes a sip from a glass of milk.",0.93," relative to other ","glasses of milk"
16,0.51,"shops that sell the same or similar types of chocolates","This is expensive","price","treats","expensive",1,"David"," is buying a box of chocolates from the local chocolatier.",0.75," relative to other ","boxes of chocolate from the local chocolatier"
16,0.78,"men that Jasmine is familiar with"," is short","height","people","short",0.64,"Jasmine"," sees a 35 year-old man.",0.23," relative to other ","men in their 30s"
16,0.78,"shops that sell similar lollipops or treats","This is cheap","price","treats","cheap",1,"Mika"," is buying a lollipop.",0.5," relative to other ","lollipops"
16,0.19,"iced drinks","It&quotechars warm","temperature","beverages","warm",0.5,"Kim"," takes a sip from a cup of iced coffee.",0.84," relative to other ","cups of iced coffee"
16,0.48,"shows of the same genre","That was short","time","entertainment","short",0.61,"Kathleen"," just finished watching a season of a television show.",0.76," relative to other ","television seasons"
16,0.81,"electronic devices"," is light","weight","personal electronics","light",0.2,"Lee"," is buying an iPod shuffle and lifts it up.",0.81," relative to other ","digital music players"
16,0.82,"expectations Robert had","It&quotechars cold","temperature","beverages","cold",0.51,"Robert"," takes a sip from a glass of milk.",0.19," relative to other ","glasses of milk"
16,0.22,"shops selling ice cream cones","This is cheap","price","treats","cheap",1,"Claire"," is buying an ice cream cone.",0.51," relative to other ","ice cream cones"
16,0.5,"shops selling ice cream cones","This is expensive","price","treats","expensive",1,"William"," is buying an ice cream cone.",0.7," relative to other ","ice cream cones"
16,0.16,"children that are 4 years old"," is tall","height","people","tall",0.49,"Gabriel"," sees a 4 year-old boy.",0.86," relative to other ","4 year-old boys"
16,0.8,"people that Sophie is familiar with"," is tall","height","people","tall",0.67,"Sophie"," sees a 35 year-old man.",0.49," relative to other ","men in their 30s"
16,0.17,"athletes in general"," is short","height","people","short",0.53,"Lucas"," sees a professional basketball player.",0.83," relative to other ","basketball players"
16,0.19,"Apple products"," is heavy","weight","personal electronics","heavy",0.52,"Monica"," is buying an iPod shuffle and lifts it up.",0.82," relative to other ","digital music players"
16,0.5,"films of the same genre","That was short","time","entertainment","short",0.66,"Alexander"," just finished watching a movie.",0.82," relative to other ","movies"
16,0.51,"expectations he had for the drink","It&quotechars cold","temperature","beverages","cold",0,"Gary"," takes a sip from a cup of iced coffee.",0.72," relative to other ","cups of iced coffee"
16,0.2,"Apple products"," is heavy","weight","personal electronics","heavy",0.48,"John"," is buying an iPad and lifts it up.",0.76," relative to other ","tablet computers"
16,0.19,"types of online media","That was long","time","entertainment","long",0.51,"Stephen"," just finished watching a youtube video.",0.82," relative to other ","youtube videos"
16,0.49,"Apple products"," is light","weight","personal electronics","light",0.59,"Cameron"," is buying an iPhone and lifts it up.",0.7," relative to other ","phones"
16,0.5,"Apple products"," is light","weight","personal electronics","light",0.64,"Melinda"," is buying an iPad and lifts it up.",0.8," relative to other ","tablet computers"
16,0.5,"expectations Eric may have had","It&quotechars warm","temperature","beverages","warm",0.5,"Eric"," takes a sip from a cup of coffee.",0.79," relative to other ","cups of coffee"
16,0.52,"films of the same genre","That was long","time","entertainment","long",0.67,"Angela"," just finished watching a movie.",0.84," relative to other ","movies"
16,0.51,"Apple products"," is light","weight","personal electronics","light",0.66,"Michelle"," is buying an Apple Laptop (MacBook) and lifts it up.",0.82," relative to other ","laptop computers"
16,0.51,"expectations Tanya may have had","It&quotechars warm","temperature","beverages","warm",0.52,"Tanya"," takes a sip from a glass of milk.",0.8," relative to other ","glasses of milk"
16,0.64,"shops that sell the same or similar lollipops","This is expensive","price","treats","expensive",1,"Jennifer"," is buying a lollipop.",0.84," relative to other ","lollipops"
16,0.27,"expectations Kim may have had","It&quotechars cold","temperature","beverages","cold",0.49,"Kim"," takes a sip from a cup of coffee.",0.72," relative to other ","cups of coffee"
16,0.23,"shows of the same genre","That was long","time","entertainment","long",0.59,"Julia"," just finished watching a season of a television show.",0.8," relative to other ","television seasons"
16,0.52,"shops that sell the same or similar types of chocolate","This is cheap","price","treats","cheap",1,"Stephanie"," is buying a box of chocolates from the local chocolatier.",0.74," relative to other ","boxes of chocolate from the local chocolatier"
16,0.51,"Apple products"," is heavy","weight","personal electronics","heavy",0.65,"Anthony"," is buying an Apple Laptop (MacBook) and lifts it up.",0.82," relative to other ","laptop computers"
16,0.77,"athletes in general"," is tall","height","people","tall",0.64,"Veronica"," sees a professional basketball player.",0.51," relative to other ","basketball players"
16,0.22,"Apple products"," is heavy","weight","personal electronics","heavy",0.51,"Laura"," is buying an iPhone and lifts it up.",0.82," relative to other ","phones"
16,0.51,"types of online media","That was short","time","entertainment","short",0.66,"Michael"," just finished watching a youtube video.",0.82," relative to other ","youtube videos"
16,0.21,"children that are 4 years old"," is short","height","people","short",0.51,"Greg"," sees a 4 year-old boy.",0.74," relative to other ","4 year-old boys"
17,0.2,"","This is expensive","price","treats","expensive",0,"Michelle"," is buying an ice cream cone.",0.76," relative to other ","ice cream cones"
17,0.35,"","That was long","time","entertainment","long",0,"Lee"," just finished watching a movie.",0.7," relative to other ","movies"
17,0.47,""," is heavy","weight","personal electronics","heavy",0,"Alicia"," is buying an iPad and lifts it up.",0.56," relative to other ","tablet computers"
17,0.07,""," is heavy","weight","personal electronics","heavy",0,"Julia"," is buying an iPod shuffle and lifts it up.",0.14," relative to other ","digital music players"
17,0.25,""," is light","weight","personal electronics","light",0,"Jennifer"," is buying an iPod shuffle and lifts it up.",0.35," relative to other ","digital music players"
17,0.17,"","That was short","time","entertainment","short",0,"Greg"," just finished watching a season of a television show.",0.5," relative to other ","television seasons"
17,0.49,"","That was long","time","entertainment","long",0,"Charles"," just finished watching a season of a television show.",0.76," relative to other ","television seasons"
17,0.11,"","This is cheap","price","treats","cheap",0,"Tom"," is buying a lollipop.",0.88," relative to other ","lollipops"
17,0.14,""," is light","weight","personal electronics","light",0,"Daniel"," is buying an Apple Laptop (MacBook) and lifts it up.",0.63," relative to other ","laptop computers"
17,0.36,""," is light","weight","personal electronics","light",0,"Kim"," is buying an iPhone and lifts it up.",0.68," relative to other ","phones"
17,0.65,""," is tall","height","people","tall",0,"Anthony"," sees a 35 year-old man.",0.66," relative to other ","men in their 30s"
17,0.5,"","This is cheap","price","treats","cheap",0,"Claire"," is buying a box of chocolates from the local chocolatier.",0.62," relative to other ","boxes of chocolate from the local chocolatier"
17,0.08,"","This is expensive","price","treats","expensive",0,"Eric"," is buying a lollipop.",0.92," relative to other ","lollipops"
17,0.13,"","That was short","time","entertainment","short",0,"Melinda"," just finished watching a movie.",0.82," relative to other ","movies"
17,0.01,""," is short","height","people","short",0,"David"," sees a 4 year-old boy.",0.93," relative to other ","4 year-old boys"
17,0.37,"","It&quotechars warm","temperature","beverages","warm",0,"Stephanie"," takes a sip from a cup of coffee.",0.87," relative to other ","cups of coffee"
17,0.57,""," is short","height","people","short",0,"Stephen"," sees a professional basketball player.",0.65," relative to other ","basketball players"
17,0.29,""," is heavy","weight","personal electronics","heavy",0,"Angela"," is buying an iPhone and lifts it up.",0.7," relative to other ","phones"
17,0.22,"","It&quotechars cold","temperature","beverages","cold",0,"Gabriel"," takes a sip from a cup of iced coffee.",0.67," relative to other ","cups of iced coffee"
17,0.58,""," is tall","height","people","tall",0,"Jasmine"," sees a professional basketball player.",0.69," relative to other ","basketball players"
17,0.41,"","This is expensive","price","treats","expensive",0,"Maya"," is buying a box of chocolates from the local chocolatier.",0.7," relative to other ","boxes of chocolate from the local chocolatier"
17,0.58,"","That was short","time","entertainment","short",0,"Michael"," just finished watching a youtube video.",0.72," relative to other ","youtube videos"
17,0.24,"","It&quotechars warm","temperature","beverages","warm",0,"Cameron"," takes a sip from a cup of iced coffee.",0.67," relative to other ","cups of iced coffee"
17,0.32,"","That was long","time","entertainment","long",0,"Robert"," just finished watching a youtube video.",0.71," relative to other ","youtube videos"
17,0.09,"","This is cheap","price","treats","cheap",0,"Alexander"," is buying an ice cream cone.",0.84," relative to other ","ice cream cones"
17,0.48,""," is tall","height","people","tall",0,"Mika"," sees a 4 year-old boy.",0.6," relative to other ","4 year-old boys"
17,0.36,"","It&quotechars warm","temperature","beverages","warm",0,"Natalia"," takes a sip from a glass of milk.",0.7," relative to other ","glasses of milk"
17,0.45,""," is short","height","people","short",0,"Kathleen"," sees a 35 year-old man.",0.64," relative to other ","men in their 30s"
17,0.58,""," is light","weight","personal electronics","light",0,"John"," is buying an iPad and lifts it up.",0.71," relative to other ","tablet computers"
17,0.14,"","It&quotechars cold","temperature","beverages","cold",0,"Laura"," takes a sip from a cup of coffee.",0.74," relative to other ","cups of coffee"
17,0.31,""," is heavy","weight","personal electronics","heavy",0,"Tanya"," is buying an Apple Laptop (MacBook) and lifts it up.",0.62," relative to other ","laptop computers"
17,0.29,"","It&quotechars cold","temperature","beverages","cold",0,"Sophie"," takes a sip from a glass of milk.",0.76," relative to other ","glasses of milk"
